geo_point_2d,fenomeno,taxonomia,intensidad,alcaldia,int2
"19.4330381742,-99.1182642841",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4518563355,-99.1124977237",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.5015690905,-99.1393816834",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4530842742,-99.1199222141",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4518744798,-99.1611404287",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4572667205,-99.1520329073",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3837826962,-99.0635497488",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4525503622,-99.0865377253",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3948979977,-99.0604778821",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.3906425979,-99.0757560174",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.2865415602,-99.0621042991",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.4476821987,-99.1613288736",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.5012148983,-99.076717098",Hidrometeorológicos,Inundaciones,Alto,Gustavo A. Madero,4.0
"19.36055076,-99.1411976763",Hidrometeorológicos,Inundaciones,Alto,Benito Juárez,4.0
"19.3643942537,-99.0518120576",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.5344216254,-99.153431264",Hidrometeorológicos,Inundaciones,Alto,Gustavo A. Madero,4.0
"19.3690825231,-99.0717148153",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3673279925,-99.1235083586",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.360214616,-99.1161557039",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.410652307,-99.1404876349",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.5192607895,-99.1467097579",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.401021698,-99.1101603403",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3782721214,-99.0522221471",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3442139937,-99.0444216641",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3900663289,-99.0401606673",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.304653196,-99.0657855819",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3807676457,-99.0980298146",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3595443791,-99.0318209872",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3280517438,-99.0808115511",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3057503806,-99.0830058902",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3592218638,-99.1255932466",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3019927819,-99.0779530059",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3475440253,-99.0746157238",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.2561786983,-99.0900266098",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.3716225507,-99.1284978609",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.38502311,-99.0895863494",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4298513234,-99.1756519801",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4056496236,-99.1574288412",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4281049379,-99.1450803837",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4601296271,-99.1407144319",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4586836864,-99.1258972625",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4064221982,-99.1276422222",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4612432604,-99.1507680432",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4303006857,-99.1627530858",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4810777607,-99.0868472825",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.5072190117,-99.0985326039",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4512463536,-99.135152674",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4516351095,-99.1392721452",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4869733982,-99.1279692604",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.383281897,-99.1288673154",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4158694987,-99.0684849766",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4246094075,-99.1292940458",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4970179627,-99.0796939984",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.5273795132,-99.1722110926",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4390908799,-99.1415055935",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4112928102,-99.1765703821",Geológicos,Sísmico,Alto,Cuauhtémoc,4.0
"19.4087417297,-99.173982888",Geológicos,Sísmico,Alto,Cuauhtémoc,4.0
"19.4018389703,-99.1276741672",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.4469412715,-99.1233869992",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4206050252,-99.1246197669",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4632735158,-99.1367794453",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.5273795132,-99.1722110926",Hidrometeorológicos,Inundaciones,Alto,Gustavo A. Madero,4.0
"19.4166390494,-99.1116032098",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4547592082,-99.1506155902",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4410140327,-99.1481711466",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4178226964,-99.1191343992",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4043584985,-99.1789534191",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4257090764,-99.112496527",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4064221982,-99.1276422222",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3590419785,-99.1474205376",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4112939989,-99.0886656159",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.3940021412,-99.1346601622",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3867775197,-99.1794146708",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4009818575,-99.1798165026",Hidrometeorológicos,Inundaciones,Muy Alto,Miguel Hidalgo,5.0
"19.4402577834,-99.0830077534",Hidrometeorológicos,Inundaciones,Alto,Venustiano Carranza,4.0
"19.4518744798,-99.1611404287",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.2961359652,-99.0176703228",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.4124646557,-99.0941487695",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4178226964,-99.1191343992",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.2850075354,-99.0334159875",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.4494968283,-99.2025478203",Hidrometeorológicos,Inundaciones,Alto,Miguel Hidalgo,4.0
"19.4099301463,-99.1120780391",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4371770337,-99.0995057451",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.2311475956,-99.1811062848",Socio Organizativo,N/D,Muy Alto,Tlalpan,5.0
"19.263659665,-99.0955853066",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.2854851437,-99.1178156567",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.3861871392,-99.1666193379",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.3846502914,-99.1626336918",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.3879987819,-99.1435560381",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3178079421,-99.1436434702",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.397973948,-99.1480522013",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.4935520756,-99.1010195529",Socio Organizativo,N/D,Muy Alto,Gustavo A. Madero,5.0
"19.3929386654,-99.0886818964",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.2891523704,-99.1372732661",Geológicos,Sísmico,Alto,Tlalpan,4.0
"19.4774588726,-99.214475378",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.2800438069,-99.0539605704",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3370285439,-99.1581877638",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.4771537415,-99.1175422089",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.2782899292,-99.1205639749",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.3923820189,-99.1355260449",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.4666783497,-99.1554473872",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.2972980117,-99.1179093656",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.3366676401,-99.1407980529",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3503727883,-99.0438672234",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3694091288,-99.0356909618",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2867110593,-99.1265265111",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.3595443791,-99.0318209872",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3218105736,-98.9625779174",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.3198202362,-98.9695136277",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.2920421733,-99.0611794865",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3822348351,-99.0538392514",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3017363761,-99.0714475017",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3549449416,-99.080867841",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.326657979,-99.0996014872",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3824491194,-99.0519078311",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3646296793,-99.0088400548",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.363893888,-99.07675217",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4731017388,-99.1666485173",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.4470036704,-99.1158125338",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.3795626346,-99.0847729499",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4111160823,-99.1233107638",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4197154722,-99.121844137",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4592891063,-99.1372146677",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.1737016078,-99.0331924269",Socio Organizativo,N/D,Muy Alto,Milpa Alta,5.0
"19.3900813141,-99.1152128896",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3740910442,-99.1653563357",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.3739912594,-99.1594793336",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.3853936125,-99.039151031",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.3730674872,-99.0907568998",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3816724125,-99.2324518107",Socio Organizativo,N/D,Alto,Ãlvaro ObregÃ³n,4.0
"19.378955595,-99.0636993863",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3855454619,-99.0938521291",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.2906228986,-99.0731381292",Hidrometeorológicos,Inundaciones,Alto,Iztapalapa,4.0
"19.2876947833,-99.0715163014",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.294878689,-99.0761487368",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2792103831,-99.0096240008",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.374583687,-99.1327498215",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3543835542,-99.1193384207",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3530305201,-99.0208123006",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3789038379,-99.1269985213",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3302314856,-99.0395022885",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.5244792549,-99.1598091617",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3871970603,-99.0490309932",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3136231859,-99.0755628125",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.392055526,-99.0983867869",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3693513688,-99.1336521064",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.363893888,-99.07675217",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4698180533,-99.1035688326",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3929386654,-99.0886818964",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3558120306,-99.1556609583",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.2988961939,-99.0787218045",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4670368609,-99.0681722068",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4687802683,-99.1204756293",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.496276468,-99.0948563473",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3895133168,-99.1201433916",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.2969909092,-99.1042985486",Hidrometeorológicos,Inundaciones,Muy Alto,Tlalpan,5.0
"19.2790650226,-99.0064241974",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.4536355933,-99.0640881929",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4587861526,-99.1110836531",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4745440987,-99.1294001769",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.5007286429,-99.1537491538",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3253527898,-99.1332489676",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.4861232847,-99.0960031796",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4980204918,-99.1492705255",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3239650369,-99.1438820271",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3514001288,-99.1403792813",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3367570527,-99.1255277649",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.35702538,-99.0638849161",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3266569276,-99.0529112794",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3746769444,-99.143093963",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.3282801507,-99.1379742464",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.4832274269,-99.1458301825",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3636283919,-99.0278178367",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3853936125,-99.039151031",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4200901359,-99.1064582792",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4721672701,-99.1846873008",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.498527952,-99.178322109",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4323021387,-99.1794328639",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4551826533,-99.192600848",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4724822349,-99.0860251221",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.442911096,-99.097947967",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4685701741,-99.18036772",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3677274789,-99.1530261368",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.5086249771,-99.1953105195",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4666783497,-99.1554473872",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3037016564,-99.1412913514",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.4608774107,-99.1818144199",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.503318117,-99.1749040863",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3214383447,-99.0429147808",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4593086842,-99.1337284383",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4084338369,-99.1657330616",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4535429421,-99.1463521835",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4523542682,-99.1920084152",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.413135067,-99.1741134214",Geológicos,Sísmico,Alto,Cuauhtémoc,4.0
"19.2973832793,-99.1025101349",Hidrometeorológicos,Inundaciones,Muy Alto,Tlalpan,5.0
"19.4218078077,-99.0890122969",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4516351095,-99.1392721452",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4731650459,-99.061996515",Hidrometeorológicos,Inundaciones,Alto,Gustavo A. Madero,4.0
"19.3730674872,-99.0907568998",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2987681273,-99.1626031025",Hidrometeorológicos,Inundaciones,Alto,Tlalpan,4.0
"19.3597218649,-99.0766965501",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3972038692,-99.0534793205",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.3121662447,-99.0924778448",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4558741922,-99.0828893863",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.38502311,-99.0895863494",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3339648498,-99.0611883761",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.351239164,-99.0548831289",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.2891289873,-99.0709199054",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.3869343318,-99.0679395245",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4616718919,-99.2056189812",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4508193307,-99.1713442916",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.2954956513,-99.1163100786",Hidrometeorológicos,Inundaciones,Muy Alto,Tlalpan,5.0
"19.4361522085,-99.1263593043",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4155248816,-99.1183540045",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.455941861,-99.1682285111",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.2884981081,-99.0429799862",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.3280517438,-99.0808115511",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4253033322,-99.1031332517",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4371770337,-99.0995057451",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4286982144,-99.0555085501",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.3980046949,-99.167695161",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.304653196,-99.0657855819",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3668645025,-99.0683113239",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3782763424,-99.0696011655",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3796882436,-99.1424823068",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.2313511637,-98.989924025",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.392055526,-99.0983867869",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4666136999,-99.0838204597",Socio Organizativo,N/D,Alto,Gustavo A. Madero,4.0
"19.5604129153,-99.1425724906",Socio Organizativo,N/D,Alto,Gustavo A. Madero,4.0
"19.3134703133,-99.0826182098",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3513553498,-99.0819679416",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3308661134,-99.0796489644",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3842934423,-99.1232550756",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4624992948,-99.1013824934",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4636366352,-99.1107774191",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4658185127,-99.11499197",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4769775122,-99.1344292709",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4963252184,-99.1506820207",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4849582076,-99.0690564507",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.5069613177,-99.1213021163",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4868930244,-99.0765896996",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.5063328791,-99.0887531617",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.5244792549,-99.1598091617",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3545103105,-99.1246462893",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.4664100181,-99.1627859332",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4957924403,-99.1240963689",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.304689654,-99.1205514131",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.3883547177,-99.1065232703",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4744786549,-99.2069588211",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.475694333,-99.095638789",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3407944155,-99.0246710265",Hidrometeorológicos,Inundaciones,Alto,Iztapalapa,4.0
"19.4861040711,-99.1930281238",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.2965833675,-99.0672586928",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4850893651,-99.1999814237",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3945918573,-99.0933062914",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.3461191342,-99.1097412917",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3774270257,-99.0402298177",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.356528872,-99.0180404597",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4653089345,-99.1502654373",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3164402726,-99.1094243036",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.3308089146,-99.1195889899",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.4608774107,-99.1818144199",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4739967564,-99.0907041202",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4678996133,-99.0604849131",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3171887226,-99.1021870249",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.3362229306,-99.1388712152",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3349738203,-99.1440989864",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.4707302762,-99.1517134198",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3678139995,-99.0341133668",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2144229192,-99.096506877",Socio Organizativo,N/D,Alto,Xochimilco,4.0
"19.3630787811,-99.0209195067",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.38742324,-99.041629994",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3694091288,-99.0356909618",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3845808518,-99.121054705",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.3503265442,-99.0582810032",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4714680716,-99.0644468218",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3877286429,-99.1261821078",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.3915188445,-99.0947405342",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.4705026213,-99.0809683572",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.33460829,-99.1306266329",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.4598820116,-99.1676468112",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4951812474,-99.2010344376",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.5396848644,-99.1475098372",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4496707539,-99.1318012621",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.418665506,-99.1028285885",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4538319687,-99.1376502898",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.228298699,-99.166439749",Socio Organizativo,N/D,Muy Alto,Tlalpan,5.0
"19.2988961939,-99.0787218045",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
